,name,description,id
578,Marc Jacobs Sport Compact Leather Wallet - Black,"Tonal logo hardware brings subtle branding to a sleek, streamlined wallet designed with a wealth of pockets and card slots to keep essentials neatly organized. Style Name: Marc Jacobs Sport Compact Leather Wallet. Style Number: 5663213. Available in stores.",52
579,Fashion Focus Accessories Modern Geometric Snake-Print Belt Bag,Modern shaped belt bag in mixed materials with status inspired round ornament and buckle. Outside pocket and belt in trendy python print.,52
580,Danielle Nicole Alissa Faux Leather Belt Bag - Green,"Keep all your accessories close while your hands and arms stay totally free with this chic, faux-leather belt bag. Perfectly sized to take on vacation or on the town, the adjustable design can be worn around your waist or slung over your shoulder. Style Name: Danielle Nicole Alissa Faux Leather Belt Bag. Style Number: 5686013. Available in stores.",52
581,A.p.c. Banane Lucille Fanny Pack -,A bold logo banner details a slick fanny pack that can be worn at the hip but looks fresh for the season worn across your chest. Style Name:A.p.c. Banane Lucille Fanny Pack. Style Number: 5686642. Available in stores.,52
582,Expedition Ii Trekker Belt Bag,"900d polyester, accent faux suede trim, water resistant 210d polyester lining, antique nickel hardware, exterior buxton expedition logo patch with vintage lash tabs and buxton expedition signature zipper pull expedition ii trekker belt bag.",52
583,Marc Jacobs Snapshot Crossbody Bag - Purple,"An oversize double-J logo gleams from a multicolor leather bag you can carry as a clutch or sling over your shoulder with the optional, studded crossbody guitar strap. Style Name: Marc Jacobs Snapshot Crossbody Bag. Style Number: 5663208. Available in stores.",52
584,Vince Camuto Self-Color Stud Convertible Belt Bag,Vince Camuto Self-Color Stud Convertible Belt Bag,52
585,Brahmin Croc Embossed Leather Belt Bag - Ivory,Glazed croc-embossed leather lends a luxe element to a modern belt bag furnished with an adjustable strap to give you three styling options in one chic look. Style Name: Brahmin Croc Embossed Leather Belt Bag. Style Number: 5628803. Available in stores.,52
586,Marc Jacobs Hip Shot Convertible Leather Belt Bag - Ivory,"Whether you wear it as a belt bag, sling it over your shoulder or carry it as a clutch, this ultra-versatile, color-blocked bag is a great way to refresh your look. Double-J hardware and a webbed logo strap brand the trend-forward style. Style Name: Marc Jacobs Hip Shot Convertible Leather Belt Bag. Style Number: 5663222. Available in stores.",52
587,Saint Laurent Vicky Lambskin Leather Belt Bag - Ivory,A gleaming logo insignia and vertical channel quilting amplify the luxe aesthetic of a lambskin leather belt bag that's keyed to the street scene. Style Name: Saint Laurent Vicky Lambskin Leather Belt Bag. Style Number: 5723273. Available in stores.,52
588,Jane & Berry Geo Embossed Belt Bag -,Prismatic texture with a glossy finish gives this hands-free belt bag a stunning futuristic look. Style Name: Jane & Berry Geo Embossed Belt Bag. Style Number: 5725620. Available in stores.,52
589,Trouve Glitter Belt Bag - Pink,Multicolored glitter sparkles from a belt bag that you can wear around your waist or crossbody style. Style Name: Trouve Glitter Belt Bag. Style Number: 5689454. Available in stores.,52
590,Like Dreams Tweed Belt Bag - Black,"Nubby tweed, diamond quilting and a jangling chain give this of-the-moment belt bag an unexpectedly ladylike look. Style Name: Like Dreams Tweed Belt Bag. Style Number: 5720525. Available in stores.",52
591,Mali + Lili Faye Vegan Leather Quilted Belt Bag - Black,"Add this belt bag to your bling collection, available in a variety of quilted faux-leather tones, it packs a punch of style and a whole lot of daily essentials. Style Name: Mali + Lili Faye Vegan Leather Quilted Belt Bag. Style Number: 5690910. Available in stores.",52
592,Saint Laurent Lou Quilted Leather Belt Bag With Tassel -,"A large, swishy tassel adds to the fun of a luxe calfskin belt bag that looks freshest worn crossbody style. Style Name: Saint Laurent Lou Quilted Leather Belt Bag With Tassel. Style Number: 5723240. Available in stores.",52
593,Botkier Vivi Calfskin Leather Belt Bag -,"Perfect for the woman who likes to keep her options open: this calfskin belt bag serves as an essential hands-free organizer for quick trips and daylong jaunts alike, then seamlessly transitions to a perfect evening bag. Simply remove the belt and carry with the polished chain strap, or style it as a chic clutch. Style Name: Botkier Vivi Calfskin Leather Belt Bag. Style Number: 5776137. Available in stores.",52
594,Tasha Clear Belt Bag - White,"Doubling down on the season's biggest trends, this transparent belt bag is a clear winner in the street-style game. Slide the bag all the way off and style the belt separately for a cool, double-duty look. Style Name: Tasha Clear Belt Bag. Style Number: 5635425. Available in stores.",52
595,Rebecca Minkoff Edie Metallic Leather Belt Bag - Metallic,"Whether you're running to the corner for coffee, grabbing lunch with friends or going on vacation, go with this trend-forward belt bag. Made from shimmering metallic leather and textured with chevron quilting, it's perfectly sized to hold the essentials without weighing you down. Style Name: Rebecca Minkoff Edie Metallic Leather Belt Bag. Style Number: 5676046 2. Available in stores.",52
596,Herschel Supply Co. X Hoffman Fifteen Belt Bag - Blue,"Presented in collaboration with iconic surf brand Hoffman, this convenient belt bag is reimagined in a throwback floral print. Style Name: Herschel Supply Co. X Hoffman Fifteen Belt Bag. Style Number: 5713896. Available in stores.",52
597,Marc Jacobs Sport Leather Belt Bag -,"An updated logo patch distinguishes a compact leather bag that merges the season's belt-bag trend with sporty functionality. Whether you style it around the waist or wear it as a crossbody, it perfectly complements your everyday look. Style Name: Marc Jacobs Sport Leather Belt Bag. Style Number: 5663203. Available in stores.",52
598,Rebecca Minkoff Sequin Belt Bag - Metallic,Make a chic statement on your next girls' night out with this trend-savvy belt bag covering in shimmering paillettes and finished with braided trim. Style Name: Rebecca Minkoff Sequin Belt Bag. Style Number: 5676058 1. Available in stores.,52
599,Herschel Supply Co. Seventeen Belt Bag -,"Just the right size for a day outing, a smart belt bag offers quick-access convenience and durable construction. Style Name: Herschel Supply Co. Seventeen Belt Bag. Style Number: 932351. Available in stores.",52
600,Malibu Skye Geo Faux Leather Belt Bag - Metallic,"Whether you wear in at your hips or slung crossbody style, this two-part belt bag will help keep you organized and chic at the same time. Style Name: Malibu Skye Geo Faux Leather Belt Bag. Style Number: 5651867. Available in stores.",52
601,Malibu Skye Hologram Faux Leather Belt Bag - Metallic,Make a chic statement on your next girls' night out with this trend-savvy belt bag done in shimmering ombre hues that create a striking holographic effect. Style Name: Malibu Skye Hologram Faux Leather Belt Bag. Style Number: 5684019. Available in stores.,52
602,Topshop Kenya Print Bumbag - Black,Feel the freedom with this handy (yet hands-free) bumbag designed with bold leopard spots and silvery studs. Style Name: Topshop Kenya Print Bumbag. Style Number: 5740643. Available in stores.,52
603,Heron Preston Men's Concrete Jungle CTNMB Fanny Pack - Orange,"From the Concrete Jungle Collection. Sporty fanny pack with a spray-paint logo detail. Top handle Adjustable buckled waist Top zip close Front zip pocket Polyester/polyamide/polyproplyene Made in Italy SIZE 9""W x 6.75""H x 3.25""D. Men Accessories - Leather Goods > Saks Fifth Avenue > Barneys. Heron Preston. Color: Orange.",52
604,Kenzo Tiger Waist Pack - Black,The KENZO tiger keeps a watchful eye on your daily essentials on this street-chic fanny pack with throwback appeal. Style Name: Kenzo Tiger Waist Pack. Style Number: 5765214. Available in stores.,52
605,Guess Kody Nylon Belt Bag,Guess Kody Belt Bag,52
606,Yoki Bags Chain Quilted Faux Leather Belt Bag -,"A more polished take on the fanny pack, this quilted faux-leather bag features a chainlink belt that can be worn around the waist or slung across the body. Style Name: Yoki Bags Chain Quilted Faux Leather Belt Bag. Style Number: 5738988. Available in stores.",52
607,Matt & Nat Vie Faux Leather Belt Bag - Green,"Simultaneously classic and trend conscious, this sleek belt bag is a refined and versatile addition to your street style. Style Name: Matt & Nat Vie Faux Leather Belt Bag. Style Number: 5634242. Available in stores.",52
608,Like Dreams Checkered Faux Leather Belt Bag - White,A funky checkerboard pattern adds graphic edge to an of-the-moment belt bag secured with a sporty webbing strap. Style Name: Like Dreams Checkered Faux Leather Belt Bag. Style Number: 5720529. Available in stores.,52
609,Marc Jacobs Snapshot Small Leather Wallet - Blue,"A polished stacked-J logo emblem and color-blocked styling distinguish a compact leather wallet featuring a trio of external card slots, a see-through ID window and a handy key ring. Style Name: Marc Jacobs Snapshot Small Leather Wallet. Style Number: 5663219. Available in stores.",52
610,Yoki Bags Chain Quilted Faux Leather Belt Bag -,"A more polished take on the fanny pack, this quilted faux-leather bag features a chainlink belt that can be worn around the waist or slung across the body. Style Name: Yoki Bags Chain Quilted Faux Leather Belt Bag. Style Number: 5738988. Available in stores.",52
611,Kate Spade New York That's The Spirit Belt Bag - Black,"The fanny pack is back-only in a cool, sleek style just big enough to tote the essentials. Buckle around the waist or sling over the shoulder. Style Name: Kate Spade New York That's The Spirit Belt Bag. Style Number: 5716245. Available in stores.",52
612,Kenzo Tiger Waist Pack - Black,The KENZO tiger keeps a watchful eye on your daily essentials on this street-chic fanny pack with throwback appeal. Style Name: Kenzo Tiger Waist Pack. Style Number: 5765214. Available in stores.,52
613,Rag & Bone Large Elliot Metallic Leather Fanny Pack - Metallic,Wide toothy zippers race across the soft leather of a street-ready fanny pack that can be cinched like a sling or worn straight around the waist. Slender ties add swingy movement to a close-at-hand bag that carries the essentials. Style Name: Rag & Bone Large Elliot Metallic Leather Fanny Pack. Style Number: 5743994. Available in stores.,52
